Play,Home Team,Visitor Team,Home Score,Visitor Score,Event Date,Odds,Result,Units Won,Home / Visitor,Season,Season Type
Play On Stanford,UCLA,Stanford,42,49,11/24/2018,-7,P,0,Visitor,2018-19,Regular
Play On Troy,Appalachian St,Troy,21,10,11/24/2018,11,P,0,Visitor,2018-19,Regular
Play On Purdue,Indiana,Purdue,21,28,11/24/2018,-3,W,86.2,Visitor,2018-19,Regular
Play On Rutgers,Michigan State,Rutgers,14,10,11/24/2018,24.5,W,87,Visitor,2018-19,Regular
Play On Arkansas State,Texas State,Arkansas State,7,33,11/24/2018,-13,W,87,Visitor,2018-19,Regular
Play On Navy,Tulane,Navy,29,28,11/24/2018,6,W,90.1,Visitor,2018-19,Regular
Play On Syracuse,Boston College,Syracuse,21,42,11/24/2018,5,W,90.1,Visitor,2018-19,Regular
Play On Southern Miss,UTEP,Southern Miss,7,39,11/24/2018,-14,W,92.6,Visitor,2018-19,Regular
Play On Western Kentucky,Louisiana Tech,Western Kentucky,15,30,11/24/2018,10.5,W,92.6,Visitor,2018-19,Regular
Play On Georgia Southern,Georgia State,Georgia Southern,14,35,11/24/2018,-10,W,94.3,Visitor,2018-19,Regular
Play On Hawaii,San Diego State,Hawaii,30,31,11/24/2018,18.5,W,94.3,Visitor,2018-19,Regular
Play On UL Lafayette,UL Monroe,UL Lafayette,28,31,11/24/2018,1.5,W,94.3,Visitor,2018-19,Regular
Play On South Carolina,Clemson,South Carolina,56,35,11/24/2018,25,W,94.3,Visitor,2018-19,Regular
Play On BYU,Utah,BYU,35,27,11/24/2018,10.5,W,94.3,Visitor,2018-19,Regular
Play On Kansas State,Iowa State,Kansas State,42,38,11/24/2018,10.5,W,94.3,Visitor,2018-19,Regular
Play On San Jose State,Fresno State,San Jose State,31,13,11/24/2018,32,W,94.3,Visitor,2018-19,Regular
Play On Temple,Connecticut,Temple,7,57,11/24/2018,-31,W,94.3,Visitor,2018-19,Regular
Play On LSU,Texas A&M,LSU,74,72,11/24/2018,3,W,94.3,Visitor,2018-19,Regular
Play On Charlotte U,Florida Atlantic,Charlotte U,24,27,11/24/2018,16.5,W,95.2,Visitor,2018-19,Regular
Play On Wake Forest,Duke,Wake Forest,7,59,11/24/2018,9.5,W,95.2,Visitor,2018-19,Regular
Play On Kentucky,Louisville,Kentucky,10,56,11/24/2018,-17,W,96.2,Visitor,2018-19,Regular
Play On Wyoming,New Mexico,Wyoming,3,31,11/24/2018,-7,W,96.2,Visitor,2018-19,Regular
Play On Florida,Florida State,Florida,14,41,11/24/2018,-10,W,97.1,Visitor,2018-19,Regular
Play On Baylor,Baylor,Texas Tech,35,24,11/24/2018,6,W,98,Neutral,2018-19,Regular
Play On Minnesota,Wisconsin,Minnesota,15,37,11/24/2018,10.5,W,99,Visitor,2018-19,Regular
Play On Illinois,Northwestern,Illinois,24,16,11/24/2018,14.5,W,100,Visitor,2018-19,Regular
Play On Buffalo,Buffalo,Northern Illinois,29,30,11/30/2018,-3,L,-100,Neutral,2018-19,Regular
Play On Utah,Washington,Utah,10,3,11/30/2018,4,L,-100,Neutral,2018-19,Regular
Play On Washington,Washington,Utah,10,3,11/30/2018,-4,W,94.3,Neutral,2018-19,Regular
Play On Northern Illinois,Buffalo,Northern Illinois,29,30,11/30/2018,3,W,100,Neutral,2018-19,Regular
Play On Marshall,Virginia Tech,Marshall,41,20,12/1/2018,4,L,-100,Visitor,2018-19,Regular
Play On East Carolina,NC State,East Carolina,58,3,12/1/2018,26,L,-100,Visitor,2018-19,Regular
Play On Alabama,Alabama,Georgia,35,28,12/1/2018,-12,L,-100,Neutral,2018-19,Regular
Play On Pittsburgh,Clemson,Pittsburgh,42,10,12/1/2018,28,L,-100,Neutral,2018-19,Regular
Play On Norfolk State,Liberty,Norfolk State,52,17,12/1/2018,29.5,L,-100,Visitor,2018-19,Regular
Play On Memphis,Central Florida,Memphis,56,41,12/1/2018,1,L,-100,Visitor,2018-19,Regular
Play On Texas,Oklahoma,Texas,39,27,12/1/2018,9.5,L,-100,Neutral,2018-19,Regular
Play On Northwestern,Ohio State,Northwestern,45,24,12/1/2018,16.5,L,-100,Neutral,2018-19,Regular
Play On Southern,Alcorn State,Southern,37,28,12/1/2018,5.5,L,-100,Visitor,2018-19,Regular
Play On Stanford,California,Stanford,13,23,12/1/2018,-3,W,85.5,Visitor,2018-19,Regular
Play On Oklahoma,Oklahoma,Texas,39,27,12/1/2018,-9.5,W,87.7,Neutral,2018-19,Regular
Play On Clemson,Clemson,Pittsburgh,42,10,12/1/2018,-28,W,89.3,Neutral,2018-19,Regular
Play On Akron,South Carolina,Akron,28,3,12/1/2018,28.5,W,90.1,Visitor,2018-19,Regular
Play On Georgia,Alabama,Georgia,35,28,12/1/2018,12,W,94.3,Neutral,2018-19,Regular
Play On UL Lafayette,Appalachian St,UL Lafayette,30,19,12/1/2018,17.5,W,94.3,Visitor,2018-19,Regular
Play On UAB,Middle Tenn St,UAB,25,27,12/1/2018,1,W,94.3,Visitor,2018-19,Regular
Play On Fresno State,Boise State,Fresno State,16,19,12/1/2018,1.5,W,94.3,Visitor,2018-19,Regular
Play On Drake,Iowa State,Drake,27,24,12/1/2018,40.5,W,95.2,Visitor,2018-19,Regular
Play On Ohio State,Ohio State,Northwestern,45,24,12/1/2018,-16.5,W,99,Neutral,2018-19,Regular
Play On Maine,Weber State,Maine,18,23,12/7/2018,6.5,W,109,Visitor,2018-19,Postseason
Play On Colgate,North Dakota State,Colgate,35,0,12/8/2018,24.5,L,-100,Visitor,2018-19,Postseason
Play On Navy,Army,Navy,17,10,12/8/2018,7,P,0,Neutral,2018-19,Regular
Play On Army,Army,Navy,17,10,12/8/2018,-7,P,0,Neutral,2018-19,Regular
Play On South Dakota State,Kennesaw State,South Dakota State,17,27,12/8/2018,-7,W,93.5,Visitor,2018-19,Postseason
Play On UC Davis,Eastern Washington,UC Davis,34,29,12/8/2018,9.5,W,112,Visitor,2018-19,Postseason
Play On South Dakota State,North Dakota State,South Dakota State,44,21,12/14/2018,10.5,L,-100,Visitor,2018-19,Postseason
Play On North Carolina A&T,North Carolina A&T,Alcorn State,24,22,12/15/2018,-7,L,-100,Neutral,2018-19,Postseason
Play On UL Lafayette,UL Lafayette,Tulane,24,41,12/15/2018,3.5,L,-100,Neutral,2018-19,Postseason
Play On North Texas,Utah State,North Texas,52,13,12/15/2018,7,L,-100,Neutral,2018-19,Postseason
Play On Middle Tenn St,Appalachian St,Middle Tenn St,45,13,12/15/2018,6.5,L,-100,Neutral,2018-19,Postseason
Play On Georgia Southern,Georgia Southern,Eastern Michigan,23,21,12/15/2018,-3,L,-100,Neutral,2018-19,Postseason
Play On Arizona State,Fresno State,Arizona State,31,20,12/15/2018,6,L,-100,Neutral,2018-19,Postseason
Play On Maine,Eastern Washington,Maine,50,19,12/15/2018,13,L,-100,Visitor,2018-19,Postseason
Play On Eastern Michigan,Georgia Southern,Eastern Michigan,23,21,12/15/2018,3,W,81.3,Neutral,2018-19,Postseason
Play On Alcorn State,North Carolina A&T,Alcorn State,24,22,12/15/2018,7,W,87,Neutral,2018-19,Postseason
Play On Appalachian St,Appalachian St,Middle Tenn St,45,13,12/15/2018,-6.5,W,90.9,Neutral,2018-19,Postseason
Play On Fresno State,Fresno State,Arizona State,31,20,12/15/2018,-6,W,94.3,Neutral,2018-19,Postseason
Play On Utah State,Utah State,North Texas,52,13,12/15/2018,-7,W,100,Neutral,2018-19,Postseason
Play On Tulane,UL Lafayette,Tulane,24,41,12/15/2018,-3.5,W,104,Neutral,2018-19,Postseason
Play On Northern Illinois,UAB,Northern Illinois,37,13,12/18/2018,1,L,-100,Neutral,2018-19,Postseason
Play On UAB,UAB,Northern Illinois,37,13,12/18/2018,-1,W,94.3,Neutral,2018-19,Postseason
Play On San Diego State,San Diego State,Ohio,0,27,12/19/2018,2,L,-100,Neutral,2018-19,Postseason
Play On Ohio,San Diego State,Ohio,0,27,12/19/2018,-2,W,90.9,Neutral,2018-19,Postseason
Play On South Florida,South Florida,Marshall,20,38,12/20/2018,3,L,-100,Neutral,2018-19,Postseason
Play On Marshall,South Florida,Marshall,20,38,12/20/2018,-3,W,94.3,Neutral,2018-19,Postseason
Play On Toledo,Toledo,Florida Intl,32,35,12/21/2018,-7,L,-100,Neutral,2018-19,Postseason
Play On Western Michigan,Western Michigan,BYU,18,49,12/21/2018,10,L,-100,Neutral,2018-19,Postseason
Play On BYU,Western Michigan,BYU,18,49,12/21/2018,-10,W,76.9,Neutral,2018-19,Postseason
Play On Florida Intl,Toledo,Florida Intl,32,35,12/21/2018,7,W,89.3,Neutral,2018-19,Postseason
Play On Hawaii,Hawaii,Louisiana Tech,14,31,12/22/2018,1,L,-100,Neutral,2018-19,Postseason
Play On Buffalo,Troy,Buffalo,42,32,12/22/2018,-2.5,L,-100,Neutral,2018-19,Postseason
Play On Houston,Army,Houston,70,14,12/22/2018,6.5,L,-100,Neutral,2018-19,Postseason
Play On Memphis,Memphis,Wake Forest,34,37,12/22/2018,-2,L,-100,Neutral,2018-19,Postseason
Play On Wake Forest,Memphis,Wake Forest,34,37,12/22/2018,2,W,89.3,Neutral,2018-19,Postseason
Play On Army,Army,Houston,70,14,12/22/2018,-6.5,W,92.6,Neutral,2018-19,Postseason
Play On Troy,Troy,Buffalo,42,32,12/22/2018,2.5,W,97.1,Neutral,2018-19,Postseason
Play On Louisiana Tech,Hawaii,Louisiana Tech,14,31,12/22/2018,-1,W,102,Neutral,2018-19,Postseason
Play On Georgia Tech,Georgia Tech,Minnesota,10,34,12/26/2018,-5.5,L,-100,Neutral,2018-19,Postseason
Play On California,California,TCU,7,10,12/26/2018,0,L,-100,Neutral,2018-19,Postseason
Play On TCU,California,TCU,7,10,12/26/2018,0,W,80,Neutral,2018-19,Postseason
Play On Minnesota,Georgia Tech,Minnesota,10,34,12/26/2018,5.5,W,93.5,Neutral,2018-19,Postseason
Play On Temple,Temple,Duke,27,56,12/27/2018,-3.5,L,-100,Neutral,2018-19,Postseason
Play On Miami Florida,Wisconsin,Miami Florida,35,3,12/27/2018,-2.5,L,-100,Neutral,2018-19,Postseason
Play On Vanderbilt,Baylor,Vanderbilt,45,38,12/27/2018,-4.5,L,-100,Neutral,2018-19,Postseason
Play On Baylor,Baylor,Vanderbilt,45,38,12/27/2018,4.5,W,89.3,Neutral,2018-19,Postseason
Play On Duke,Temple,Duke,27,56,12/27/2018,3.5,W,94.3,Neutral,2018-19,Postseason
Play On Wisconsin,Wisconsin,Miami Florida,35,3,12/27/2018,2.5,W,111,Neutral,2018-19,Postseason
Play On West Virginia,West Virginia,Syracuse,18,34,12/28/2018,3,L,-100,Neutral,2018-19,Postseason
Play On Iowa State,Washington State,Iowa State,28,26,12/28/2018,1.5,L,-100,Neutral,2018-19,Postseason
Play On Purdue,Purdue,Auburn,14,63,12/28/2018,3.5,L,-100,Neutral,2018-19,Postseason
Play On Washington State,Washington State,Iowa State,28,26,12/28/2018,-1.5,W,73.5,Neutral,2018-19,Postseason
Play On Auburn,Purdue,Auburn,14,63,12/28/2018,-3.5,W,89.3,Neutral,2018-19,Postseason
Play On Syracuse,West Virginia,Syracuse,18,34,12/28/2018,-3,W,101,Neutral,2018-19,Postseason
Play On Alabama,Alabama,Oklahoma,45,34,12/29/2018,-14.5,L,-100,Neutral,2018-19,Postseason
Play On Notre Dame,Clemson,Notre Dame,30,3,12/29/2018,10.5,L,-100,Neutral,2018-19,Postseason
Play On Michigan,Michigan,Florida,15,41,12/29/2018,-4,L,-100,Neutral,2018-19,Postseason
Play On Arkansas State,Nevada,Arkansas State,16,13,12/29/2018,1,L,-100,Neutral,2018-19,Postseason
Play On South Carolina,Virginia,South Carolina,28,0,12/29/2018,-3.5,L,-100,Neutral,2018-19,Postseason
Play On Virginia,Virginia,South Carolina,28,0,12/29/2018,3.5,W,89.3,Neutral,2018-19,Postseason
Play On Florida,Michigan,Florida,15,41,12/29/2018,4,W,91.7,Neutral,2018-19,Postseason
Play On Clemson,Clemson,Notre Dame,30,3,12/29/2018,-10.5,W,92.6,Neutral,2018-19,Postseason
Play On Nevada,Nevada,Arkansas State,16,13,12/29/2018,-1,W,94.3,Neutral,2018-19,Postseason
Play On Oklahoma,Alabama,Oklahoma,45,34,12/29/2018,14.5,W,107,Neutral,2018-19,Postseason
Play On Utah,Utah,Northwestern,20,31,12/31/2018,-6.5,L,-100,Neutral,2018-19,Postseason
Play On Michigan State,Oregon,Michigan State,7,6,12/31/2018,-1,L,-100,Neutral,2018-19,Postseason
Play On Cincinnati,Cincinnati,Virginia Tech,35,31,12/31/2018,-5.5,L,-100,Neutral,2018-19,Postseason
Play On Stanford,Stanford,Pittsburgh,14,13,12/31/2018,-3.5,L,-100,Neutral,2018-19,Postseason
Play On Missouri,Oklahoma State,Missouri,38,33,12/31/2018,-9.5,L,-100,Neutral,2018-19,Postseason
Play On NC State,Texas A&M,NC State,52,13,12/31/2018,7.5,L,-100,Neutral,2018-19,Postseason
Play On Pittsburgh,Stanford,Pittsburgh,14,13,12/31/2018,3.5,W,83.3,Neutral,2018-19,Postseason
Play On Oregon,Oregon,Michigan State,7,6,12/31/2018,1,W,94.3,Neutral,2018-19,Postseason
Play On Oklahoma State,Oklahoma State,Missouri,38,33,12/31/2018,9.5,W,95.2,Neutral,2018-19,Postseason
Play On Texas A&M,Texas A&M,NC State,52,13,12/31/2018,-7.5,W,97.1,Neutral,2018-19,Postseason
Play On Virginia Tech,Cincinnati,Virginia Tech,35,31,12/31/2018,5.5,W,98,Neutral,2018-19,Postseason
Play On Northwestern,Utah,Northwestern,20,31,12/31/2018,6.5,W,101,Neutral,2018-19,Postseason
Play On Ohio State,Ohio State,Washington,28,23,1/1/2019,-5.5,L,-100,Neutral,2018-19,Postseason
Play On Georgia,Georgia,Texas,21,28,1/1/2019,-12.5,L,-100,Neutral,2018-19,Postseason
Play On Central Florida,Central Florida,LSU,32,40,1/1/2019,7,L,-100,Neutral,2018-19,Postseason
Play On Penn State,Penn State,Kentucky,24,27,1/1/2019,-4.5,L,-100,Neutral,2018-19,Postseason
Play On Mississippi St,Mississippi St,Iowa,22,27,1/1/2019,-7,L,-100,Neutral,2018-19,Postseason
Play On Kentucky,Penn State,Kentucky,24,27,1/1/2019,4.5,W,83.3,Neutral,2018-19,Postseason
Play On Washington,Ohio State,Washington,28,23,1/1/2019,5.5,W,87.7,Neutral,2018-19,Postseason
Play On Iowa,Mississippi St,Iowa,22,27,1/1/2019,7,W,90.9,Neutral,2018-19,Postseason
Play On LSU,Central Florida,LSU,32,40,1/1/2019,-7,W,97.1,Neutral,2018-19,Postseason
Play On Texas,Georgia,Texas,21,28,1/1/2019,12.5,W,105,Neutral,2018-19,Postseason
Play On North Dakota State,North Dakota State,Eastern Washington,38,24,1/5/2019,-16.5,L,-100,Neutral,2018-19,Postseason
Play On Eastern Washington,North Dakota State,Eastern Washington,38,24,1/5/2019,16.5,W,95.2,Neutral,2018-19,Postseason
Play On Alabama,Alabama,Clemson,16,44,1/7/2019,-5,L,-100,Neutral,2018-19,Postseason
Play On Clemson,Alabama,Clemson,16,44,1/7/2019,5,W,95.2,Neutral,2018-19,Postseason
Play On Florida,Miami Florida,Florida,20,24,8/24/2019,-7,L,-100,Neutral,2019-20,Regular
Play On Miami Florida,Miami Florida,Florida,20,24,8/24/2019,7,W,104,Neutral,2019-20,Regular
Play On Arizona,Hawaii,Arizona,45,38,8/24/2019,-10.5,L,-100,Visitor,2019-20,Regular
Play On Texas State,Texas A&M,Texas State,41,7,8/29/2019,33.5,L,-100,Visitor,2019-20,Regular
Play On Florida A&M,Central Florida,Florida A&M,62,0,8/29/2019,44,L,-100,Visitor,2019-20,Regular
Play On Florida Intl,Tulane,Florida Intl,42,14,8/29/2019,3,L,-100,Visitor,2019-20,Regular
Play On Central Arkansas,Western Kentucky,Central Arkansas,28,35,8/29/2019,9.5,W,100,Visitor,2019-20,Regular
Play On Georgia Tech,Clemson,Georgia Tech,52,14,8/29/2019,37,L,-100,Visitor,2019-20,Regular
Play On Gardner Webb,Charlotte U,Gardner Webb,49,28,8/29/2019,32.5,W,69,Visitor,2019-20,Regular
Play On Morgan State,Bowling Green,Morgan State,46,3,8/29/2019,23,L,-100,Visitor,2019-20,Regular
Play On Utah,BYU,Utah,12,30,8/29/2019,-5,W,87,Visitor,2019-20,Regular
Play On UCLA,Cincinnati,UCLA,24,14,8/29/2019,2.5,L,-100,Visitor,2019-20,Regular
Play On Kent,Arizona State,Kent,30,7,8/29/2019,24.5,W,96.2,Visitor,2019-20,Regular
Play On Albany,Central Michigan,Albany,38,21,8/29/2019,15,L,-100,Visitor,2019-20,Regular
Play On Robert Morris,Buffalo,Robert Morris,38,10,8/29/2019,46.5,W,61.3,Visitor,2019-20,Regular
Play On Wagner,Connecticut,Wagner,24,21,8/29/2019,18.5,W,124,Visitor,2019-20,Regular
Play On Alabama State,UAB,Alabama State,24,19,8/29/2019,39.5,W,86.2,Visitor,2019-20,Regular
Play On Northern Colorado,San Jose State,Northern Colorado,35,18,8/29/2019,12.5,L,-100,Visitor,2019-20,Regular
Play On South Dakota State,Minnesota,South Dakota State,28,21,8/29/2019,15.5,W,65.8,Visitor,2019-20,Regular
Play On Utah State,Wake Forest,Utah State,38,35,8/30/2019,5,W,96.2,Visitor,2019-20,Regular
Play On Massachusetts,Rutgers,Massachusetts,48,21,8/30/2019,17,L,-100,Visitor,2019-20,Regular
Play On Purdue,Nevada,Purdue,34,31,8/30/2019,-11,L,-100,Visitor,2019-20,Regular
Play On Wisconsin,South Florida,Wisconsin,0,49,8/30/2019,-10,W,93.5,Visitor,2019-20,Regular
Play On Oklahoma State,Oregon State,Oklahoma State,36,52,8/30/2019,-13.5,W,92.6,Visitor,2019-20,Regular
Play On Rice,Army,Rice,14,7,8/30/2019,23.5,W,88.5,Visitor,2019-20,Regular
Play On Colorado,Colorado,Colorado State,52,31,8/30/2019,-11.5,W,93.5,Neutral,2019-20,Regular
Play On Colorado State,Colorado,Colorado State,52,31,8/30/2019,11.5,L,-100,Neutral,2019-20,Regular
Play On Tulsa,Michigan State,Tulsa,28,7,8/30/2019,22,W,97.1,Visitor,2019-20,Regular
Play On Georgia Southern,LSU,Georgia Southern,55,3,8/31/2019,27,L,-100,Visitor,2019-20,Regular
Play On Northwestern,Stanford,Northwestern,17,7,8/31/2019,6.5,L,-100,Visitor,2019-20,Regular
Play On Louisiana Tech,Texas,Louisiana Tech,45,14,8/31/2019,19,L,-100,Visitor,2019-20,Regular
Play On Florida State,Florida State,Boise State,31,36,8/31/2019,-6.5,L,-100,Neutral,2019-20,Regular
Play On Boise State,Florida State,Boise State,31,36,8/31/2019,6.5,W,93.5,Neutral,2019-20,Regular
Play On Toledo,Kentucky,Toledo,38,24,8/31/2019,9.5,L,-100,Visitor,2019-20,Regular
Play On Abilene Christian,North Texas,Abilene Christian,51,31,8/31/2019,22.5,W,92.6,Visitor,2019-20,Regular
Play On UC Davis,California,UC Davis,27,13,8/31/2019,14.5,W,112,Visitor,2019-20,Regular
Play On Northern Iowa,Iowa State,Northern Iowa,29,26,8/31/2019,23,W,85.5,Visitor,2019-20,Regular
Play On Miami Ohio,Iowa,Miami Ohio,38,14,8/31/2019,25,W,102,Visitor,2019-20,Regular
Play On Georgia State,Tennessee,Georgia State,30,38,8/31/2019,24.5,W,93.5,Visitor,2019-20,Regular
Play On Missouri,Wyoming,Missouri,37,31,8/31/2019,-15,L,-100,Visitor,2019-20,Regular
Play On Eastern Michigan,Coastal Carolina,Eastern Michigan,23,30,8/31/2019,-5,W,94.3,Visitor,2019-20,Regular
Play On SMU,Arkansas State,SMU,30,37,8/31/2019,1.5,W,94.3,Visitor,2019-20,Regular
Play On North Carolina,North Carolina,South Carolina,24,20,8/31/2019,11,W,97.1,Neutral,2019-20,Regular
Play On South Carolina,North Carolina,South Carolina,24,20,8/31/2019,-11,L,-100,Neutral,2019-20,Regular
Play On Virginia,Pittsburgh,Virginia,14,30,8/31/2019,-2.5,W,91.7,Visitor,2019-20,Regular
Play On Mississippi,Memphis,Mississippi,15,10,8/31/2019,3,L,-100,Visitor,2019-20,Regular
Play On Fresno State,USC,Fresno State,31,23,8/31/2019,14.5,W,88.5,Visitor,2019-20,Regular
Play On East Carolina,NC State,East Carolina,34,6,8/31/2019,17.5,L,-100,Visitor,2019-20,Regular
Play On Syracuse,Liberty,Syracuse,0,24,8/31/2019,-19.5,W,90.9,Visitor,2019-20,Regular
Play On South Alabama,Nebraska,South Alabama,35,21,8/31/2019,35,W,94.3,Visitor,2019-20,Regular
Play On UL Lafayette,UL Lafayette,Mississippi St,28,38,8/31/2019,19,W,95.2,Neutral,2019-20,Regular
Play On Mississippi St,UL Lafayette,Mississippi St,28,38,8/31/2019,-19,L,-100,Neutral,2019-20,Regular
Play On Middle Tenn St,Michigan,Middle Tenn St,40,21,8/31/2019,36,W,96.2,Visitor,2019-20,Regular
Play On Akron,Illinois,Akron,42,3,8/31/2019,18,L,-100,Visitor,2019-20,Regular
Play On Indiana,Indiana,Ball State,34,24,8/31/2019,-18,L,-100,Neutral,2019-20,Regular
Play On Ball State,Indiana,Ball State,34,24,8/31/2019,18,W,98,Neutral,2019-20,Regular
Play On New Mexico State,Washington State,New Mexico State,58,7,8/31/2019,33,L,-100,Visitor,2019-20,Regular
Play On Oregon,Auburn,Oregon,27,21,8/31/2019,4,L,-100,Neutral,2019-20,Regular
Play On Auburn,Auburn,Oregon,27,21,8/31/2019,-4,W,86.2,Neutral,2019-20,Regular
Play On Virginia Tech,Boston College,Virginia Tech,35,28,8/31/2019,-4.5,L,-100,Visitor,2019-20,Regular
Play On Alabama,Alabama,Duke,42,3,8/31/2019,-33.5,W,90.9,Neutral,2019-20,Regular
Play On Duke,Alabama,Duke,42,3,8/31/2019,33.5,L,-100,Neutral,2019-20,Regular
Play On Eastern Washington,Washington,Eastern Washington,47,14,8/31/2019,22.5,L,-100,Visitor,2019-20,Regular
Play On Rhode Island,Ohio,Rhode Island,41,20,8/31/2019,25,W,90.9,Visitor,2019-20,Regular
Play On Nicholls State,Kansas State,Nicholls State,49,14,8/31/2019,21.5,L,-100,Visitor,2019-20,Regular
Play On Montana State,Texas Tech,Montana State,45,10,8/31/2019,28.5,L,-100,Visitor,2019-20,Regular
Play On Monmouth,Western Michigan,Monmouth,48,13,8/31/2019,25.5,L,-100,Visitor,2019-20,Regular
Play On Stephen Austin,Baylor,Stephen Austin,56,17,8/31/2019,42,W,107,Visitor,2019-20,Regular
Play On Florida Atlantic,Ohio State,Florida Atlantic,45,21,8/31/2019,27,W,103,Visitor,2019-20,Regular
Play On Indiana State,Kansas,Indiana State,24,17,8/31/2019,7.5,W,129,Visitor,2019-20,Regular
Play On East Tennessee State,Appalachian St,East Tennessee State,42,7,8/31/2019,32.5,L,-100,Visitor,2019-20,Regular
Play On Georgia,Vanderbilt,Georgia,6,30,8/31/2019,-22,W,90.9,Visitor,2019-20,Regular
Play On Campbell,Troy,Campbell,43,14,8/31/2019,36.5,W,87,Visitor,2019-20,Regular
Play On Grambling State,UL Monroe,Grambling State,31,9,8/31/2019,28,W,93.5,Visitor,2019-20,Regular
Play On Idaho,Penn State,Idaho,79,7,8/31/2019,47.5,L,-100,Visitor,2019-20,Regular
Play On Southern Utah,UNLV,Southern Utah,56,23,8/31/2019,24,L,-100,Visitor,2019-20,Regular
Play On Sam Houston State,New Mexico,Sam Houston State,39,31,8/31/2019,9,W,62.1,Visitor,2019-20,Regular
Play On Weber State,San Diego State,Weber State,6,0,8/31/2019,13,W,75.8,Visitor,2019-20,Regular
Play On Houston Baptist,UTEP,Houston Baptist,36,34,8/31/2019,17.5,W,80,Visitor,2019-20,Regular
Play On James Madison,West Virginia,James Madison,20,13,8/31/2019,7.5,W,60.6,Visitor,2019-20,Regular
Play On Incarnate Word,UTSA,Incarnate Word,35,7,8/31/2019,7.5,L,-100,Visitor,2019-20,Regular
Play On Howard,Maryland,Howard,79,0,8/31/2019,30,L,-100,Visitor,2019-20,Regular
Play On Portland State,Arkansas,Portland State,20,13,8/31/2019,30,W,83.3,Visitor,2019-20,Regular
Play On Norfolk State,Old Dominion,Norfolk State,24,21,8/31/2019,27,W,71.9,Visitor,2019-20,Regular
Play On Holy Cross,Navy,Holy Cross,45,7,8/31/2019,21.5,L,-100,Visitor,2019-20,Regular
Play On Illinois State,Northern Illinois,Illinois State,24,10,8/31/2019,6.5,L,-100,Visitor,2019-20,Regular
Play On Bucknell,Temple,Bucknell,56,12,8/31/2019,40.5,L,-100,Visitor,2019-20,Regular
Play On Arkansas Pine Bluff,TCU,Arkansas Pine Bluff,39,7,8/31/2019,55,W,87,Visitor,2019-20,Regular
Play On Colgate,Air Force,Colgate,48,7,8/31/2019,23.5,L,-100,Visitor,2019-20,Regular
Play On VMI,Marshall,VMI,56,17,8/31/2019,40,W,127,Visitor,2019-20,Regular
Play On Alcorn State,Southern Miss,Alcorn State,38,10,8/31/2019,27.5,L,-100,Visitor,2019-20,Regular
Play On Houston,Oklahoma,Houston,49,31,9/1/2019,21.5,W,97.1,Visitor,2019-20,Regular
Play On Notre Dame,Louisville,Notre Dame,17,35,9/2/2019,-19,L,-100,Visitor,2019-20,Regular
Play On William & Mary,Virginia,William & Mary,52,17,9/6/2019,33,L,-100,Visitor,2019-20,Regular
Play On Marshall,Boise State,Marshall,14,7,9/6/2019,14,W,93.5,Visitor,2019-20,Regular
